benchmark,lang,variant,threads,metric,value,stddev,sample_runs,unit,git_sha,cpu_model,flags,os,passed,oracle_kind,verify_abs_err,verify_rel_err,verify_ulps,verify_within_1ulp
cfd_simple,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_simple,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_simple,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_simple,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_piso,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_piso,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_piso,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_piso,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_pimple,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_pimple,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_pimple,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_pimple,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_epsilon,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_epsilon,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_epsilon,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_epsilon,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_omega_sst,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_omega_sst,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_omega_sst,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
cfd_turbulence_k_omega_sst,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_mesh_tri_tet,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_mesh_tri_tet,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_mesh_tri_tet,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_mesh_tri_tet,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_stiffness_assembly,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_stiffness_assembly,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_stiffness_assembly,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_stiffness_assembly,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_gauss_quadrature,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_gauss_quadrature,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_gauss_quadrature,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_gauss_quadrature,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_linear_elasticity,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_linear_elasticity,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_linear_elasticity,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_linear_elasticity,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_solver_direct,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_solver_direct,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_solver_direct,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_solver_direct,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_solver_iterative,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
fea_solver_iterative,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_solver_iterative,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
fea_solver_iterative,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_semi_implicit,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_semi_implicit,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_semi_implicit,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_semi_implicit,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_sap,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_sap,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_sap,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_sap,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_bvh,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_bvh,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_bvh,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_broadphase_bvh,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_contact_solver,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_contact_solver,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_contact_solver,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_contact_solver,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_constraints,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
rigid_constraints,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_constraints,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
rigid_constraints,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_gto_eval,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_gto_eval,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_gto_eval,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_gto_eval,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_overlap_integrals,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_overlap_integrals,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_overlap_integrals,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_overlap_integrals,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_kinetic_integrals,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_kinetic_integrals,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_kinetic_integrals,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_kinetic_integrals,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_nuclear_attraction,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_nuclear_attraction,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_nuclear_attraction,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_nuclear_attraction,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_eri_os,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_eri_os,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_eri_os,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_eri_os,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_eri_screening,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_eri_screening,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_eri_screening,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_eri_screening,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_eri_density_fitting,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_eri_density_fitting,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_eri_density_fitting,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_eri_density_fitting,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_hf_fock_build,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_hf_fock_build,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_hf_fock_build,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_hf_fock_build,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_hf_diis,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_hf_diis,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_hf_diis,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_hf_diis,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_hf_canonical_ortho,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_hf_canonical_ortho,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_hf_canonical_ortho,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_hf_canonical_ortho,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_scf_solver,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_scf_solver,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_scf_solver,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_scf_solver,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_lda,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_lda,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_lda,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_lda,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_gga,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_gga,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_gga,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_gga,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_mgga,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_mgga,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_mgga,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_xc_mgga,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_becke,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_becke,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_becke,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_becke,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_lebedev,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_lebedev,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_lebedev,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_grid_lebedev,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_hybrid_exchange,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_hybrid_exchange,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_hybrid_exchange,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_hybrid_exchange,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_scf_energy,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dft_scf_energy,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_scf_energy,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dft_scf_energy,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_grad_analytical,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_grad_analytical,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_grad_analytical,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_grad_analytical,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_internal,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_internal,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_internal,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_internal,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_bfgs,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_bfgs,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_bfgs,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_geom_opt_bfgs,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_mp2,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_mp2,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_mp2,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_mp2,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_ccsd,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_ccsd,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_ccsd,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_ccsd,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
