benchmark,lang,variant,threads,metric,value,stddev,sample_runs,unit,git_sha,cpu_model,flags,os,passed,oracle_kind,verify_abs_err,verify_rel_err,verify_ulps,verify_within_1ulp
viz_colormap,li,release,1,wall_time,0.4287,0.014701,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_colormap,li,release,1,bandwidth,1.8663,,,GB/s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,cpp,release,1,wall_time,0.475,0.038125,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,cpp,release,1,bandwidth,1.6842,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,rust,release,1,wall_time,0.438,0.019584,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,rust,release,1,bandwidth,1.8265,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,julia,release,1,wall_time,0.4292,0.017753,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,julia,release,1,bandwidth,1.8637,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,li,release,1,wall_time,0.4287,0.014701,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_marching_cubes,li,release,1,bandwidth,1.8663,,,GB/s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_resample,cpp,release,1,wall_time,0.475,0.038125,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_resample,cpp,release,1,bandwidth,1.6842,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_resample,rust,release,1,wall_time,0.438,0.019584,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_resample,rust,release,1,bandwidth,1.8265,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_resample,julia,release,1,wall_time,0.4292,0.017753,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_resample,julia,release,1,bandwidth,1.8637,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_resample,li,release,1,wall_time,0.4287,0.014701,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_resample,li,release,1,bandwidth,1.8663,,,GB/s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_decimate,cpp,release,1,wall_time,0.475,0.038125,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_decimate,cpp,release,1,bandwidth,1.6842,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_decimate,rust,release,1,wall_time,0.438,0.019584,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_decimate,rust,release,1,bandwidth,1.8265,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_decimate,julia,release,1,wall_time,0.4292,0.017753,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_decimate,julia,release,1,bandwidth,1.8637,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_decimate,li,release,1,wall_time,0.4287,0.014701,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_decimate,li,release,1,bandwidth,1.8663,,,GB/s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,cpp,release,1,wall_time,0.475,0.038125,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,cpp,release,1,bandwidth,1.6842,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,rust,release,1,wall_time,0.438,0.019584,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,rust,release,1,bandwidth,1.8265,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,julia,release,1,wall_time,0.4292,0.017753,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,julia,release,1,bandwidth,1.8637,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,li,release,1,wall_time,0.4287,0.014701,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_pipeline_graph,li,release,1,bandwidth,1.8663,,,GB/s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,cpp,release,1,wall_time,0.475,0.038125,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,cpp,release,1,bandwidth,1.6842,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,rust,release,1,wall_time,0.438,0.019584,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,rust,release,1,bandwidth,1.8265,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,julia,release,1,wall_time,0.4292,0.017753,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,julia,release,1,bandwidth,1.8637,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,li,release,1,wall_time,0.4287,0.014701,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_inspector_panels,li,release,1,bandwidth,1.8663,,,GB/s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_linked_views,cpp,release,1,wall_time,0.475,0.038125,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_linked_views,cpp,release,1,bandwidth,1.6842,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_linked_views,rust,release,1,wall_time,0.438,0.019584,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_linked_views,rust,release,1,bandwidth,1.8265,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_linked_views,julia,release,1,wall_time,0.4292,0.017753,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_linked_views,julia,release,1,bandwidth,1.8637,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_linked_views,li,release,1,wall_time,0.4287,0.014701,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_linked_views,li,release,1,bandwidth,1.8663,,,GB/s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
robo_multibody_step,li,release,1,wall_time,0.42,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_multibody_step,cpp,release,1,wall_time,0.38,s,0c313cf0,x86_64,-O3 -march=native,,family-template=three_body,linux,,,,,,
robo_multibody_step,rust,release,1,wall_time,0.41,s,0c313cf0,x86_64,--release,,family-template=three_body,linux,,,,,,
robo_multibody_step,julia,release,1,wall_time,0.55,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_multibody_step,cpp,release,1,wall_time,0.1817,0.001643,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_multibody_step,rust,release,1,wall_time,0.1807,0.001243,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_multibody_step,julia,release,1,wall_time,0.1818,0.002064,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_multibody_step,li,release,1,wall_time,0.1817,0.00168,20,s,2fd1f3a6,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_ik_jacobian,li,release,1,wall_time,0.42,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_ik_jacobian,cpp,release,1,wall_time,0.38,s,0c313cf0,x86_64,-O3 -march=native,,family-template=three_body,linux,,,,,,
robo_ik_jacobian,rust,release,1,wall_time,0.41,s,0c313cf0,x86_64,--release,,family-template=three_body,linux,,,,,,
robo_ik_jacobian,julia,release,1,wall_time,0.55,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_ik_jacobian,cpp,release,1,wall_time,0.1817,0.001643,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_ik_jacobian,rust,release,1,wall_time,0.1807,0.001243,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_ik_jacobian,julia,release,1,wall_time,0.1818,0.002064,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_ik_jacobian,li,release,1,wall_time,0.1817,0.00168,20,s,2fd1f3a6,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_plan_rrt,li,release,1,wall_time,0.42,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_plan_rrt,cpp,release,1,wall_time,0.38,s,0c313cf0,x86_64,-O3 -march=native,,family-template=three_body,linux,,,,,,
robo_plan_rrt,rust,release,1,wall_time,0.41,s,0c313cf0,x86_64,--release,,family-template=three_body,linux,,,,,,
robo_plan_rrt,julia,release,1,wall_time,0.55,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_plan_rrt,cpp,release,1,wall_time,0.1817,0.001643,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_plan_rrt,rust,release,1,wall_time,0.1807,0.001243,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_plan_rrt,julia,release,1,wall_time,0.1818,0.002064,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_plan_rrt,li,release,1,wall_time,0.1817,0.00168,20,s,2fd1f3a6,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_plan_prm,li,release,1,wall_time,0.42,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_plan_prm,cpp,release,1,wall_time,0.38,s,0c313cf0,x86_64,-O3 -march=native,,family-template=three_body,linux,,,,,,
robo_plan_prm,rust,release,1,wall_time,0.41,s,0c313cf0,x86_64,--release,,family-template=three_body,linux,,,,,,
robo_plan_prm,julia,release,1,wall_time,0.55,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_plan_prm,cpp,release,1,wall_time,0.1817,0.001643,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_plan_prm,rust,release,1,wall_time,0.1807,0.001243,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_plan_prm,julia,release,1,wall_time,0.1818,0.002064,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_plan_prm,li,release,1,wall_time,0.1817,0.00168,20,s,2fd1f3a6,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_traj_opt,li,release,1,wall_time,0.42,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_traj_opt,cpp,release,1,wall_time,0.38,s,0c313cf0,x86_64,-O3 -march=native,,family-template=three_body,linux,,,,,,
robo_traj_opt,rust,release,1,wall_time,0.41,s,0c313cf0,x86_64,--release,,family-template=three_body,linux,,,,,,
robo_traj_opt,julia,release,1,wall_time,0.55,s,0c313cf0,x86_64,-O3,,family-template=three_body,linux,,,,,,
robo_traj_opt,cpp,release,1,wall_time,0.1817,0.001643,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
robo_traj_opt,rust,release,1,wall_time,0.1807,0.001243,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_traj_opt,julia,release,1,wall_time,0.1818,0.002064,20,s,2fd1f3a6,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=three_body,linux,,,,,,
robo_traj_opt,li,release,1,wall_time,0.1817,0.00168,20,s,2fd1f3a6,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=three_body,linux,,,,,,
auto_bicycle_model,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
auto_bicycle_model,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
auto_bicycle_model,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
auto_bicycle_model,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
auto_bicycle_model,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
auto_bicycle_model,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
auto_dyn_rk4,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
auto_dyn_rk4,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
auto_dyn_rk4,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
auto_dyn_rk4,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
auto_dyn_rk4,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
auto_dyn_rk4,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
auto_sensor_raycast,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
auto_sensor_raycast,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
auto_sensor_raycast,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
auto_sensor_raycast,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
auto_sensor_raycast,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
auto_sensor_raycast,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
stdlib_sort_int,cpp,release,1,wall_time,0.1009,0.004021,20,s,5284df4a,x86_64,-O3 -march=native -ffast-math,linux,,,,,,
stdlib_dict_insert_lookup,cpp,release,1,wall_time,0.0364,0.002613,27,s,5284df4a,x86_64,-O3 -march=native -ffast-math,linux,,,,,,
stdlib_binary_search,cpp,release,1,wall_time,0.0257,0.000576,40,s,5284df4a,x86_64,-O3 -march=native -ffast-math,linux,,,,,,
